Open,High,Low,Close,Adj Close,Volume,Close_RSI,Close_EMA20,Close_EMA100,Close_EMA200,Target,TargetClass,TargetNextClose
14.869333267211914,15.36533260345459,14.857999801635742,15.133999824523926,15.133999824523926,65017500,41.22910985993875,15.641226343225393,16.17811755289286,15.453409943580628,0.10666656494140447,1,15.206666946411133
15.100000381469728,15.40999984741211,14.996000289916992,15.206666946411133,15.206666946411133,37618500,42.2615411237959,15.599839734004988,16.158880907219956,15.450954789379937,-0.9793329238891602,0,14.20199966430664
15.1813325881958,15.239999771118164,13.466667175292969,14.20199966430664,14.20199966430664,223500000,33.49948561176584,15.466712108319431,16.12013078359791,15.438527375200103,-0.12666702270507812,0,14.005999565124512
14.13266658782959,14.320667266845703,13.920000076293944,14.005999565124512,14.005999565124512,62272500,32.1011853017403,15.327596628015153,16.078266799073685,15.42427336713965,0.010666847229003906,1,14.114666938781738
14.104000091552734,14.383333206176758,13.960000038146973,14.114666938781738,14.114666938781738,42378000,33.752238573963176,15.212079514754828,16.03938363352335,15.411242457404745,-0.3940000534057635,0,13.939332962036133
14.333333015441896,14.356666564941406,13.845999717712402,13.939332962036133,13.939332962036133,63532500,32.38394211357752,15.090865557353048,15.997798471711722,15.396596591779186,0.2586669921875,1,14.350666999816896
14.092000007629396,14.392000198364258,14.0,14.350666999816896,14.350666999816896,50871000,38.66587174628998,15.02037045663532,15.965182006921726,15.38618933215767,-0.2993345260620135,0,14.023332595825195
14.322667121887209,14.473333358764648,13.833999633789062,14.023332595825195,14.023332595825195,52791000,35.81431780424321,14.925414469891498,15.926729543335655,15.372628568612074,0.1100006103515625,1,14.197333335876465
14.087332725524902,14.229999542236328,13.886667251586914,14.197333335876465,14.197333335876465,40929000,38.414342614394585,14.856073409509113,15.892484073881018,15.360934088684356,-0.007999420166013849,0,14.108667373657228
14.116666793823242,14.25,14.042667388916016,14.108667373657228,14.108667373657228,27075000,37.57898037065508,14.784891882285125,15.857160970906289,15.348473723360703,-0.2313337326049787,0,13.795332908630373
14.026666641235352,14.108667373657228,13.592666625976562,13.795332908630373,13.795332908630373,66583500,34.70667649685425,14.690648170508481,15.81633269244538,15.3330195859007,0.3246669769287127,1,14.252667427062988
13.928000450134276,14.386667251586914,13.814666748046877,14.252667427062988,14.252667427062988,58918500,41.70979495756735,14.648935718751767,15.785369023823947,15.322269813175946,-0.3666667938232422,0,13.890000343322754
14.256667137145996,14.29599952697754,13.850000381469728,13.890000343322754,13.890000343322754,124987500,38.20988206109123,14.576656159187099,15.747836970744714,15.30801837566497,0.3086671829223615,1,15.44200038909912
15.133333206176758,15.515999794006348,15.013333320617676,15.44200038909912,15.44200038909912,190896000,55.441269952743724,14.659069895369196,15.741780800811139,15.309351530027499,0.07933330535888672,1,15.451333045959473
15.371999740600586,15.638667106628418,15.279333114624023,15.451333045959473,15.451333045959473,67452000,55.521594575695275,14.734523528758746,15.736029360121007,15.310764281429806,0.11066722869873047,1,15.490667343139648
15.380000114440918,15.557332992553713,15.300000190734863,15.490667343139648,15.490667343139648,36679500,55.882569373901205,14.806537225366451,15.731170706319396,15.312554361645825,-0.5106668472290039,0,15.022000312805176
15.53266716003418,15.53266716003418,14.95400047302246,15.022000312805176,15.022000312805176,57763500,50.61198538080542,14.827057519408235,15.717127728230006,15.309663276582734,-0.4653339385986346,0,14.43333339691162
14.898667335510254,14.91333293914795,14.405332565307615,14.43333339691162,14.43333339691162,69255000,44.88561468493405,14.789559983932367,15.691706058302909,15.3009435762875,0.08733367919921875,1,14.60533332824707
14.517999649047852,14.631999969482422,14.241999626159668,14.60533332824707,14.60533332824707,50217000,46.78031999436813,14.772014588152816,15.670193727014675,15.294022081282122,-0.3273324966430682,0,14.196000099182127
14.523332595825195,14.600000381469728,14.177332878112791,14.196000099182127,14.196000099182127,43738500,42.99239192434607,14.717156065393702,15.641001773988288,15.283096489420432,-0.383999824523924,0,13.812666893005373
14.196666717529297,14.199333190917969,13.767999649047852,13.812666893005373,13.812666893005373,51454500,39.74658640510212,14.631014239451957,15.604797122879715,15.268465349157596,0.5479993820190447,1,14.28733253479004
13.739333152770996,14.33199977874756,13.720000267028809,14.28733253479004,14.28733253479004,43881000,45.257822238246334,14.598282648531775,15.578708715194772,15.25870283359175,-0.07999992370605646,0,14.266667366027832
14.346667289733888,14.399999618530272,14.09333324432373,14.266667366027832,14.266667366027832,32230500,45.064563849670726,14.566700240674257,15.552727698379584,15.248831833914497,0.4379997253417969,1,14.73799991607666
14.300000190734863,14.7586669921875,14.16800022125244,14.73799991607666,14.73799991607666,42178500,50.279547315549,14.583014495474485,15.536594474967645,15.243748929259395,0.08399963378906428,1,14.786666870117188
14.702667236328123,15.079333305358888,14.686667442321776,14.786666870117188,14.786666870117188,37566000,50.798904977954706,14.60240995972617,15.521744423386448,15.239200849068926,-0.23200035095214844,0,14.667332649230955
